,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,loan
1479,Theocharis Tsingaras,Central Midfield,22,1.8,Greece,Super League 1,PAOK Thessaloniki,France,Ligue 1,FC Toulouse,300k,True
1480,Konstantinos Stafylidis,Left-Back,28,1.8,Germany,Bundesliga,TSG 1899 Hoffenheim,Germany,Bundesliga,VfL Bochum,250k,False
1481,César Falletti,Attacking Midfield,29,1.8,Italy,Serie A,Bologna FC 1909,Italy,Serie B,Ternana Calcio,1k,False
1482,Linton Maina,Right Winger,23,1.8,Germany,2. Bundesliga,Hannover 96,Germany,Bundesliga,1.FC Köln,0,False
1483,Aaron Leya Iseka,Centre-Forward,24,1.8,England,League One,Barnsley FC,Türkiye,1.Lig,Adanaspor,0,True
1484,Conor Hourihane,Central Midfield,31,1.8,England,Premier League,Aston Villa,England,League One,Derby County,0,False
1485,Filip Benkovic,Centre-Back,25,1.8,Italy,Serie A,Udinese Calcio,Germany,2. Bundesliga,Eintracht Braunschweig,0,True
1486,Anderson Lucoqui,Left-Back,25,1.8,Germany,Bundesliga,1.FSV Mainz 05,Germany,2. Bundesliga,FC Hansa Rostock,0,True
1487,Jorrit Hendrix,Defensive Midfield,27,1.8,Russia,Premier Liga,Spartak Moscow,Germany,2. Bundesliga,Fortuna Düsseldorf,0,False
1488,Aymen Barkok,Attacking Midfield,24,1.8,Germany,Bundesliga,Eintracht Frankfurt,Germany,Bundesliga,1.FSV Mainz 05,0,False
1489,Yoann Barbet,Centre-Back,29,1.8,England,Championship,Queens Park Rangers,France,Ligue 2,FC Girondins Bordeaux,0,False
1490,Clément Michelin,Right-Back,25,1.8,Greece,Super League 1,AEK Athens,France,Ligue 2,FC Girondins Bordeaux,0,True
1491,Aliou Badji,Centre-Forward,24,1.8,France,Ligue 2,Amiens SC,France,Ligue 2,FC Girondins Bordeaux,0,True
1492,Max Besuschkow,Central Midfield,25,1.8,Germany,2. Bundesliga,SSV Jahn Regensburg,Germany,2. Bundesliga,Hannover 96,0,False
1493,Louis Schaub,Attacking Midfield,27,1.8,Germany,Bundesliga,1.FC Köln,Germany,2. Bundesliga,Hannover 96,0,False
1494,Enzo Crivelli,Centre-Forward,27,1.8,Türkiye,Süper Lig,Basaksehir FK,Switzerland,Super League,Servette FC,0,False
1495,Jannes Horn,Left-Back,25,1.8,Germany,Bundesliga,1.FC Köln,Germany,Bundesliga,VfL Bochum,0,False
1496,Tayfur Bingöl,Central Midfield,29,1.8,Türkiye,Süper Lig,Alanyaspor,Türkiye,Süper Lig,Besiktas JK,0,True
1497,Yonatan Cohen,Left Winger,26,1.8,Italy,Serie B,Pisa Sporting Club,Israel,Ligat ha'Al,Maccabi Tel Aviv,0,True
1498,Rodrigo Battaglia,Defensive Midfield,31,1.8,Portugal,Liga Portugal,Sporting CP,Spain,LaLiga,RCD Mallorca,0,False
1499,Przemyslaw Placheta,Left Winger,24,1.8,England,Championship,Norwich City,England,Championship,Birmingham City,0,True
1500,Ciaran Clark,Centre-Back,32,1.8,England,Premier League,Newcastle United,England,Championship,Sheffield United,0,True
1501,Sergio Escudero,Left-Back,32,1.8,Spain,LaLiga SmartBank,Granada CF,Spain,LaLiga,Real Valladolid CF,0,False
1502,Carlens Arcus,Right-Back,26,1.8,France,Ligue 1,AJ Auxerre,Netherlands,Eredivisie,Vitesse Arnhem,0,False
1503,Eduardo,Attacking Midfield,32,1.8,Saudi Arabia,Without League,Al-Ahli SFC,Brazil,Série A,Botafogo de Futebol e Regatas,0,False
1504,Juraj Kucka,Central Midfield,35,1.8,Italy,Serie B,Parma Calcio 1913,Slovakia,Fortuna Liga,Slovan Bratislava,0,False
1505,Pape Cheikh,Central Midfield,24,1.8,France,Ligue 1,Olympique Lyon,Greece,Super League 1,Aris Thessaloniki,0,False
1506,Tommy Smith,Right-Back,30,1.8,England,Championship,Stoke City,England,Championship,Middlesbrough FC,0,False
1507,Jemal Tabidze,Centre-Back,26,1.8,Belgium,Jupiler Pro League,KV Kortrijk,Georgia,Erovnuli Liga,Dinamo Tbilisi,0,False
1508,Stefan Bajic,Goalkeeper,20,1.8,France,Ligue 2,Pau FC,England,Championship,Bristol City,0,False
1509,Ibrahim Sissoko,Centre-Forward,26,1.8,France,Ligue 2,Chamois Niortais FC,France,Ligue 2,FC Sochaux-Montbéliard,0,False
1510,Stefano Gori,Goalkeeper,26,1.8,Italy,Serie A,Juventus FC,Italy,Serie B,AC Perugia Calcio,0,True
1511,Dylan Louiserre,Defensive Midfield,27,1.8,France,Ligue 2,Chamois Niortais FC,France,Ligue 2,EA Guingamp,0,False
1512,Josh Murphy,Left Winger,27,1.8,Wales,Championship,Cardiff City,England,League One,Oxford United,0,False
1513,Kristoffer Askildsen,Central Midfield,21,1.8,Italy,Serie A,UC Sampdoria,Italy,Serie A,US Lecce,0,True
1514,Nery Domínguez,Centre-Back,32,1.8,Argentina,Liga Profesional,Racing Club,Chile,Primera División,Club Universidad de Chile,0,False
1515,Matty Longstaff,Central Midfield,22,1.8,England,Premier League,Newcastle United,England,League Two,Colchester United,0,True
1516,Sikou Niakaté,Centre-Back,22,1.8,France,Ligue 2,EA Guingamp,Portugal,Liga Portugal,SC Braga,0,True
1517,Simon Gustafson,Central Midfield,27,1.8,Netherlands,Eredivisie,FC Utrecht,Sweden,Allsvenskan,BK Häcken,0,False
1518,Nathan Tella,Right Winger,23,1.8,England,Premier League,Southampton FC,England,Championship,Burnley FC,0,True
1519,Braian Samudio,Left Winger,26,1.8,Mexico,Liga MX Apertura,Deportivo Toluca,Paraguay,Primera División Clausura,Club Cerro Porteño,0,True
1520,Juan Cazares,Attacking Midfield,30,1.8,Ukraine,Premier Liga,Metalist Kharkiv,Argentina,Liga Profesional,CA Independiente,0,False
1521,Jorge Miramón,Right-Back,33,1.8,Spain,LaLiga SmartBank,Levante UD,Spain,LaLiga SmartBank,CD Leganés,0,False
1522,Andrés Mosquera,Centre-Back,32,1.8,Mexico,Liga MX Apertura,Club León FC,Mexico,Liga MX Apertura,Deportivo Toluca,0,False
1523,Awer Mabil,Left Winger,26,1.8,Denmark,Superliga,FC Midtjylland,Spain,LaLiga,Cádiz CF,0,False
1524,Lazar Markovic,Right Winger,28,1.8,Serbia,Super liga Srbije,FK Partizan Belgrade,Türkiye,Süper Lig,Gaziantep FK,0,False
1525,Marko Jevtovic,Defensive Midfield,28,1.8,Serbia,Super liga Srbije,FK Partizan Belgrade,Türkiye,Süper Lig,Gaziantep FK,0,False
1526,Bastien Toma,Central Midfield,23,1.8,Belgium,Jupiler Pro League,KRC Genk,Portugal,Liga Portugal,FC Paços de Ferreira,0,True
1527,Tobias Figueiredo,Centre-Back,28,1.8,England,Premier League,Nottingham Forest,England,Championship,Hull City,0,False
1528,Maxime Gonalons,Defensive Midfield,33,1.8,Spain,LaLiga SmartBank,Granada CF,France,Ligue 1,Clermont Foot 63,0,False
1529,Kévin Rodrigues,Left-Back,28,1.8,Spain,LaLiga,Real Sociedad,Türkiye,Süper Lig,Adana Demirspor,0,False
1530,Badou Ndiaye,Central Midfield,31,1.8,Greece,Super League 1,Aris Thessaloniki,Türkiye,Süper Lig,Adana Demirspor,0,False
1531,Erik Thommy,Attacking Midfield,27,1.8,Germany,Bundesliga,VfB Stuttgart,United States,MLS,Sporting Kansas City,0,False
1532,Mesut Özil,Attacking Midfield,33,1.8,Türkiye,Süper Lig,Fenerbahce,Türkiye,Süper Lig,Basaksehir FK,0,False
1533,Olivier Thill,Attacking Midfield,25,1.8,Ukraine,Premier Liga,Vorskla Poltava,Türkiye,1.Lig,Eyüpspor,0,False
1534,Andrés Felipe Román,Right-Back,26,1.8,Colombia,Liga DIMAYOR II,Millonarios FC,Colombia,Liga DIMAYOR II,Atlético Nacional,0,False
1535,Caio Vidal,Right Winger,21,1.8,Brazil,Série A,Sport Club Internacional,Brazil,Série B,Esporte Clube Bahia,0,True
1536,Arnaud Lusamba,Central Midfield,25,1.8,France,Ligue 2,Amiens SC,Türkiye,Süper Lig,Alanyaspor,0,False
1537,David López,Centre-Back,32,1.8,Spain,LaLiga,RCD Espanyol Barcelona,Spain,LaLiga,Girona FC,0,False
1538,Peglow,Left Winger,20,1.8,Brazil,Série A,Sport Club Internacional,Brazil,Série A,Atlético Clube Goianiense,0,True
1539,Jonathan Silva,Left-Back,28,1.8,Spain,LaLiga,Getafe CF,Spain,LaLiga SmartBank,Granada CF,0,True
1540,Erick Cabaco,Centre-Back,27,1.8,Spain,LaLiga,Getafe CF,Spain,LaLiga SmartBank,Granada CF,0,True
1541,Fayçal Fajr,Central Midfield,33,1.8,Türkiye,Süper Lig,Sivasspor,Saudi Arabia,Saudi Pro League,Al-Wehda FC,0,False
1542,Fatih Kurucuk,Centre-Back,24,1.8,Türkiye,Süper Lig,Hatayspor,Türkiye,1.Lig,Bandirmaspor,0,False
1543,Tudor Băluţă,Defensive Midfield,23,1.8,England,Premier League,Brighton & Hove Albion,Romania,SuperLiga,FCV Farul Constanta,0,False
1544,Mathias Ross,Centre-Back,21,1.0,Denmark,Superliga,Aalborg BK,Türkiye,Süper Lig,Galatasaray,1.75,False
1545,Dominic Hyam,Centre-Back,26,1.2,England,Championship,Coventry City,England,Championship,Blackburn Rovers,1.75,False
1546,Elia Caprile,Goalkeeper,20,275k,England,Premier League 2,Leeds United U21,Italy,Serie B,SSC Bari,1.75,False
1547,Alan Rodríguez,Central Midfield,22,700k,Uruguay,Primera División Clausura,CA Boston River,Argentina,Liga Profesional,AA Argentinos Juniors,1.75,False
1548,Juan Mosquera,Right-Back,19,1.0,Colombia,Liga DIMAYOR II,Independiente Medellín,United States,MLS,Portland Timbers,1.73,False
1549,Yann Bisseck,Centre-Back,21,1.0,Germany,Bundesliga,1.FC Köln,Denmark,Superliga,Aarhus GF,1.72,False
1550,David Miculescu,Right Winger,21,1.2,Romania,SuperLiga,UTA Arad,Romania,SuperLiga,FCSB,1.7,False
1551,Badr Benoun,Centre-Back,28,1.5,Egypt,Premier League,El Ahly Cairo,Qatar,Stars League,Qatar SC,1.7,False
1552,Tyler Dibling,Right Winger,16,0,England,U18 Premier League,Southampton FC U18,England,U18 Premier League,Chelsea FC U18,1.7,False
1553,Lukas Haraslin,Left Winger,26,1.7,Italy,Serie A,US Sassuolo,Czech Republic,Fortuna Liga,AC Sparta Prague,1.5,False
1554,Gelson Dala,Centre-Forward,25,1.7,Portugal,Liga Portugal,Rio Ave FC,Qatar,Stars League,Al-Wakrah SC,1.5,False
1555,Francesco Forte,Centre-Forward,29,1.7,Italy,Serie B,Venezia FC,Italy,Serie B,Benevento Calcio,1.2,False
1556,Stipe Perica,Centre-Forward,27,1.7,Israel,Ligat ha'Al,Maccabi Tel Aviv,Belgium,Jupiler Pro League,Standard Liège,900k,False
1557,Mario Gargiulo,Central Midfield,26,1.7,Italy,Serie A,US Lecce,Italy,Serie B,Modena FC,800k,False
1558,Jacob Barrett Laursen,Left-Back,27,1.7,Germany,2. Bundesliga,Arminia Bielefeld,Belgium,Jupiler Pro League,Standard Liège,750k,False
1559,Guy Mbenza,Centre-Forward,22,1.7,Belgium,Jupiler Pro League,Royal Antwerp FC,Saudi Arabia,Saudi Pro League,Al-Tai FC,700k,False
1560,Konrad Michalak,Right Winger,24,1.7,Russia,Premier Liga,Akhmat Grozny,Türkiye,Süper Lig,Konyaspor,500k,False
1561,Facundo Ferreyra,Centre-Forward,31,1.7,Mexico,Liga MX Apertura,Club Tijuana,Argentina,Liga Profesional,CA Independiente,196k,True
1562,Nathaniel Méndez-Laing,Right Winger,30,1.7,England,League One,Sheffield Wednesday,England,League One,Derby County,0,False
1563,Rafal Augustyniak,Defensive Midfield,28,1.7,Russia,Premier Liga,Ural Yekaterinburg,Poland,Ekstraklasa,Legia Warszawa,0,False
1564,Alessio da Cruz,Attacking Midfield,25,1.7,Italy,Serie B,Parma Calcio 1913,Belgium,Jupiler Pro League,KV Mechelen,0,False
1565,Lincoln,Centre-Forward,21,1.7,Japan,J1 League,Vissel Kobe,Brazil,Série B,Cruzeiro Esporte Clube,0,True
1566,Mert Çetin,Centre-Back,25,1.7,Italy,Serie A,Hellas Verona,Italy,Serie A,US Lecce,0,True
1567,Zan Majer,Central Midfield,30,1.7,Italy,Serie A,US Lecce,Italy,Serie B,Reggina 1914,0,False
1568,Patrick Pentz,Goalkeeper,25,1.7,Austria,Bundesliga,Austria Vienna,France,Ligue 1,Stade Reims,0,False
1569,Raphael Holzhauser,Attacking Midfield,29,1.7,Belgium,Challenger Pro League,Beerschot V.A.,Belgium,Jupiler Pro League,Oud-Heverlee Leuven,0,False
1570,Emre Mor,Right Winger,24,1.7,Spain,LaLiga,Celta de Vigo,Türkiye,Süper Lig,Fatih Karagümrük,0,False
1571,Mbaye Diagne,Centre-Forward,30,1.7,Türkiye,Süper Lig,Galatasaray,Türkiye,Süper Lig,Fatih Karagümrük,0,False
1572,José Ortiz,Centre-Back,23,1.7,Colombia,Liga DIMAYOR II,Independiente Santa Fe,Colombia,Liga DIMAYOR II,Junior FC,0,False
1573,Federico Lértora,Defensive Midfield,32,1.7,Argentina,Liga Profesional,CA Colon,Mexico,Liga MX Apertura,Club Tijuana,0,False
1574,Bastos,Centre-Back,31,1.7,Saudi Arabia,Without League,Al-Ain SFC,Saudi Arabia,Without League,Al-Ahli SFC,0,False
1575,Mauro Méndez,Centre-Forward,23,700k,Uruguay,Primera División Clausura,Montevideo Wanderers,Argentina,Liga Profesional,Club Estudiantes de La Plata,1.67,False
1576,Mehdi Bourabia,Central Midfield,30,900k,Italy,Serie A,US Sassuolo,Italy,Serie A,Spezia Calcio,1.65,False
1577,Luka Lochoshvili,Centre-Back,24,1.5,Austria,Bundesliga,Wolfsberger AC,Italy,Serie A,US Cremonese,1.6,False
1578,Lukas Mai,Centre-Back,22,1.0,Germany,Bundesliga,Bayern Munich,Switzerland,Super League,FC Lugano,1.6,False
1579,Osher Davida,Right Winger,21,1.3,Israel,Ligat ha'Al,Hapoel Tel Aviv,Belgium,Jupiler Pro League,Standard Liège,1.6,False
1580,Nahuel Estévez,Central Midfield,26,1.4,Argentina,Liga Profesional,Club Estudiantes de La Plata,Italy,Serie C-C,FC Crotone,1.6,False
1581,Ahmed Bamasud,Left-Back,26,600k,Saudi Arabia,Saudi Pro League,Al-Fayha FC,Saudi Arabia,Saudi Pro League,Al-Ittihad Club,1.6,False
1582,Mihajlo Banjac,Central Midfield,22,1.5,Serbia,Super liga Srbije,FK TSC Backa Topola,Russia,Premier Liga,FK Krasnodar,1.6,False
1583,Ivan Petryak,Left Winger,28,1.6,Hungary,NB I.,Fehérvár FC,Ukraine,Premier Liga,Shakhtar Donetsk,1.5,False
1584,Serdar Saatçı,Centre-Back,19,1.6,Türkiye,Süper Lig,Besiktas JK,Portugal,Liga Portugal,SC Braga,1.5,False
1585,Moisés,Left-Back,27,1.6,Brazil,Série A,Sport Club Internacional,Russia,Premier Liga,CSKA Moscow,1.0,True
1586,Stanislav Iljutcenko,Centre-Forward,31,1.6,"Korea, South",K League 1,Jeonbuk Hyundai Motors,"Korea, South",K League 1,FC Seoul,797k,False
1587,Jacopo Segre,Central Midfield,25,1.6,Italy,Serie A,Torino FC,Italy,Serie B,Palermo FC,500k,False
1588,Stefan Sapic,Centre-Back,25,1.6,Serbia,Super liga Srbije,FK Cukaricki,Russia,Premier Liga,Torpedo Moskau,300k,False
1589,Jefté Betancor,Centre-Forward,28,1.6,Romania,SuperLiga,FCV Farul Constanta,Romania,SuperLiga,CFR Cluj,300k,False
1590,Adrian Păun,Left Winger,27,1.6,Romania,SuperLiga,CFR Cluj,Israel,Ligat ha'Al,Hapoel Beer Sheva,200k,True
1591,Mike van der Hoorn,Centre-Back,29,1.6,Germany,2. Bundesliga,Arminia Bielefeld,Netherlands,Eredivisie,FC Utrecht,150k,False
1592,Kevin Stöger,Attacking Midfield,28,1.6,Germany,Bundesliga,1.FSV Mainz 05,Germany,Bundesliga,VfL Bochum,0,False
1593,Jacek Goralski,Defensive Midfield,29,1.6,Kazakhstan,Premier Liga,Kairat Almaty,Germany,Bundesliga,VfL Bochum,0,False
1594,Maximilian Bauer,Centre-Back,22,1.6,Germany,2. Bundesliga,SpVgg Greuther Fürth,Germany,Bundesliga,FC Augsburg,0,False
1595,Billel Omrani,Centre-Forward,29,1.6,Romania,SuperLiga,CFR Cluj,Romania,SuperLiga,FCSB,0,False
1596,Marco Sala,Left-Back,23,1.6,Italy,Serie A,US Sassuolo,Italy,Serie B,Palermo FC,0,True
1597,Ravil Tagir,Centre-Back,19,1.6,Türkiye,Süper Lig,Basaksehir FK,Belgium,Jupiler Pro League,KVC Westerlo,0,True
1598,Bruno Jordão,Central Midfield,23,1.6,England,Premier League,Wolverhampton Wanderers,Portugal,Liga Portugal,CD Santa Clara,0,True
1599,Daniel Graovac,Centre-Back,29,1.6,Romania,SuperLiga,CFR Cluj,Türkiye,Süper Lig,Kasimpasa,0,False
1600,Paulinho Paula,Central Midfield,25,1.6,Saudi Arabia,Saudi Pro League,Al-Shabab FC,Saudi Arabia,Saudi Pro League,Al-Fayha FC,0,True
1601,Ahmed Refaat,Left Winger,29,1.2,Egypt,Premier League,Future FC,United Arab Emirates,UAE Pro League,Al-Wahda FC,1.58,True
1602,Edoardo Masciangelo,Left-Back,25,300k,Italy,Serie C-C,Delfino Pescara 1936,Italy,Serie B,Benevento Calcio,1.53,False
1603,Samuel Portugal,Goalkeeper,28,1.5,Portugal,Liga Portugal,Portimonense SC,Portugal,Liga Portugal,FC Porto,4.0,False
1604,Steffen Tigges,Centre-Forward,23,1.5,Germany,Bundesliga,Borussia Dortmund,Germany,Bundesliga,1.FC Köln,1.5,False
1605,Miro Muheim,Left-Back,24,1.5,Switzerland,Super League,FC St. Gallen 1879,Germany,2. Bundesliga,Hamburger SV,1.5,False
1606,Hyun-seok Hong,Central Midfield,23,1.0,Austria,Bundesliga,LASK,Belgium,Jupiler Pro League,KAA Gent,1.5,False
1607,Kings Kangwa,Central Midfield,23,1.2,Russia,1.League,Arsenal Tula,Serbia,Super liga Srbije,Red Star Belgrade,1.5,False
1608,Gabriel Carabajal,Attacking Midfield,31,800k,Argentina,Liga Profesional,AA Argentinos Juniors,Brazil,Série A,Santos FC,1.5,False
1609,Massimo Coda,Centre-Forward,33,1.5,Italy,Serie A,US Lecce,Italy,Serie B,Genoa CFC,1.5,False
1610,Maik Nawrocki,Centre-Back,21,1.5,Germany,Bundesliga,SV Werder Bremen,Poland,Ekstraklasa,Legia Warszawa,1.5,False
1611,Andrea Compagno,Centre-Forward,26,500k,Romania,SuperLiga,FC U Craiova 1948,Romania,SuperLiga,FCSB,1.5,False
1612,Justin Lonwijk,Central Midfield,22,700k,Denmark,Superliga,Viborg FF,Ukraine,Premier Liga,Dynamo Kyiv,1.5,False
1613,Kingsley Ehizibue,Right-Back,27,1.3,Germany,Bundesliga,1.FC Köln,Italy,Serie A,Udinese Calcio,1.5,False
1614,Oliver Zandén,Left-Back,20,1.0,Sweden,Allsvenskan,IF Elfsborg,France,Ligue 1,FC Toulouse,1.5,False
1615,Sigurd Haugen,Centre-Forward,24,600k,Norway,Eliteserien,Aalesunds FK,Denmark,Superliga,Aarhus GF,1.5,False
1616,Kristian Eriksen,Attacking Midfield,27,800k,Norway,Eliteserien,Hamarkameratene,Norway,Eliteserien,Molde FK,1.5,False
1617,Marco Delle Monache,Second Striker,17,100k,Italy,Serie C-C,Delfino Pescara 1936,Italy,Serie A,UC Sampdoria,1.5,False
1618,Anthony Valencia,Right Winger,18,800k,Ecuador,Serie A Segunda Etapa,Independiente del Valle,Belgium,Jupiler Pro League,Royal Antwerp FC,1.5,False
1619,Darlin Yongwa,Left-Back,21,1.2,France,Ligue 2,Chamois Niortais FC,France,Ligue 1,FC Lorient,1.5,False
1620,Montassar Talbi,Centre-Back,24,1.2,Russia,1.League,Rubin Kazan,France,Ligue 1,FC Lorient,1.5,False
1621,Léo Baptistão,Centre-Forward,29,1.5,Brazil,Série A,Santos FC,Spain,LaLiga,UD Almería,1.5,False
1622,Ramiro Funes Mori,Centre-Back,31,1.5,Saudi Arabia,Saudi Pro League,Al-Nassr FC,Mexico,Liga MX Apertura,CD Cruz Azul,1.5,False
1623,João Batxi,Left Winger,24,575k,Portugal,Liga Portugal,GD Chaves,Russia,Premier Liga,FK Krasnodar,1.5,False
1624,Víctor Meseguer,Central Midfield,23,1.0,Spain,LaLiga SmartBank,CD Mirandés,Spain,LaLiga SmartBank,Granada CF,1.5,False
1625,Yegor Yarmolyuk,Attacking Midfield,18,400k,Ukraine,Premier Liga,SK Dnipro-1,England,Without League,Brentford FC B,1.5,False
1626,Simon Olsson,Central Midfield,24,1.5,Sweden,Allsvenskan,IF Elfsborg,Netherlands,Eredivisie,SC Heerenveen,1.3,False
1627,Ayase Ueda,Centre-Forward,23,1.5,Japan,J1 League,Kashima Antlers,Belgium,Jupiler Pro League,Cercle Brugge ,1.3,False
1628,Vladyslav Kabaev,Left Midfield,26,1.5,Ukraine,Premier Liga,Zorya Lugansk,Ukraine,Premier Liga,Dynamo Kyiv,1.2,False
1629,Ao Tanaka,Central Midfield,23,1.5,Japan,J1 League,Kawasaki Frontale,Germany,2. Bundesliga,Fortuna Düsseldorf,1.0,False
1630,Danylo Ignatenko,Central Midfield,25,1.5,Ukraine,Premier Liga,Shakhtar Donetsk,France,Ligue 2,FC Girondins Bordeaux,1.0,False
1631,Ferdy Druijf,Centre-Forward,24,1.5,Netherlands,Eredivisie,AZ Alkmaar,Austria,Bundesliga,Rapid Vienna,1.0,False
1632,Pasquale Mazzocchi,Right-Back,26,1.5,Italy,Serie B,Venezia FC,Italy,Serie A,US Salernitana 1919,1.0,False
1633,Úmaro Embaló,Right Winger,21,1.5,Portugal,Liga Sabseg,SL Benfica B,Netherlands,Eredivisie,Fortuna Sittard,1.0,False
1634,Komnen Andric,Centre-Forward,27,1.5,Croatia,SuperSport HNL,GNK Dinamo Zagreb,France,Ligue 1,Clermont Foot 63,1.0,False
1635,Dominik Kotarski,Goalkeeper,22,1.5,Netherlands,Eredivisie,Ajax Amsterdam,Croatia,SuperSport HNL,HNK Gorica,1.0,False
1636,Gustavo Dulanto,Centre-Back,27,1.5,Moldova,Super Liga,FC Sheriff Tiraspol,Latvia,Virsliga,Riga FC,1.0,False
1637,Leon Dajaku,Second Striker,21,1.5,Germany,Bundesliga,1.FC Union Berlin,England,Championship,Sunderland AFC,870k,False
1638,Lukas Sadilek,Central Midfield,26,1.5,Czech Republic,Fortuna Liga,1.FC Slovacko,Czech Republic,Fortuna Liga,AC Sparta Prague,810k,False
1639,Alfredo Donnarumma,Centre-Forward,31,1.5,Italy,Serie B,Brescia Calcio,Italy,Serie B,Ternana Calcio,800k,False
1640,Alfa Semedo,Defensive Midfield,24,1.5,Portugal,Liga Portugal,Vitória Guimarães SC,Saudi Arabia,Saudi Pro League,Al-Tai FC,800k,False
1641,Näis Djouahra,Left Winger,22,1.5,Spain,Primera Federación - Gr. II,Real Sociedad B,Croatia,SuperSport HNL,HNK Rijeka,750k,False
1642,Nadhir Benbouali,Centre-Forward,22,1.5,Algeria,Ligue Professionnelle 1,Paradou AC,Belgium,Jupiler Pro League,R Charleroi SC,750k,False
1643,Stephen Odey,Centre-Forward,24,1.5,Belgium,Jupiler Pro League,KRC Genk,Denmark,Superliga,Randers FC,672k,False
1644,Karol Angielski,Centre-Forward,26,1.5,Poland,Ekstraklasa,Radomiak Radom,Türkiye,Süper Lig,Sivasspor,650k,False
1645,Koffi Kouao,Right-Back,24,1.5,Portugal,Liga Portugal,FC Vizela,France,Ligue 2,FC Metz,600k,False
1646,Bruno Duarte,Centre-Forward,26,1.5,Portugal,Liga Portugal,Vitória Guimarães SC,Saudi Arabia,Saudi Pro League,Damac FC,600k,False
1647,Alex Timossi Andersson,Right Winger,21,1.5,Germany,Regionalliga Bayern,FC Bayern Munich II,Netherlands,Eredivisie,SC Heerenveen,550k,False
1648,Thomas Monconduit,Defensive Midfield,31,1.5,France,Ligue 1,FC Lorient,France,Ligue 2,AS Saint-Étienne,500k,False
1649,Mateo Barac,Centre-Back,27,1.5,Russia,Premier Liga,FC Sochi,Russia,Premier Liga,Krylya Sovetov Samara,500k,False
1650,Gustav Berggren,Defensive Midfield,24,1.5,Sweden,Allsvenskan,BK Häcken,Poland,Ekstraklasa,Raków Częstochowa,500k,False
1651,Victor Cuesta,Centre-Back,34,1.5,Brazil,Série A,Sport Club Internacional,Brazil,Série A,Botafogo de Futebol e Regatas,455k,False
1652,Betim Fazliji,Defensive Midfield,23,1.5,Switzerland,Super League,FC St. Gallen 1879,Germany,2. Bundesliga,FC St. Pauli,450k,False
1653,Christian Makoun,Centre-Back,22,1.5,United States,MLS,Charlotte FC,United States,MLS,New England Revolution,364k,False
1654,Wesley Gasolina,Right-Back,22,1.5,Italy,Serie C-A,Juventus Next Gen,Brazil,Série B,Cruzeiro Esporte Clube,350k,False
1655,Luca Itter,Centre-Back,23,1.5,Germany,Bundesliga,SC Freiburg,Germany,2. Bundesliga,SpVgg Greuther Fürth,300k,False
1656,Grigoris Kastanos,Attacking Midfield,24,1.5,Italy,Serie C-A,Juventus Next Gen,Italy,Serie A,US Salernitana 1919,300k,False
1657,Jhegson Méndez,Defensive Midfield,25,1.5,United States,MLS,Orlando City SC,United States,MLS,Los Angeles FC,273k,False
1658,Damjan Bohar,Left Winger,30,1.5,Croatia,SuperSport HNL,NK Osijek,Poland,Ekstraklasa,Zaglebie Lubin,250k,False
1659,Bradley de Nooijer,Left-Back,24,1.5,Romania,SuperLiga,FCV Farul Constanta,Bulgaria,efbet Liga,CSKA-Sofia,200k,False
1660,Mostafa Fathi,Right Winger,28,1.5,Saudi Arabia,Saudi Pro League,Al-Taawoun FC,Egypt,Premier League,Pyramids FC,200k,True
1661,Cristian Ferreira,Central Midfield,22,1.5,Argentina,Liga Profesional,CA River Plate,Argentina,Liga Profesional,CA Newell's Old Boys,190k,True
1662,Yayah Kallon,Right Winger,21,1.5,Italy,Serie B,Genoa CFC,Italy,Serie A,Hellas Verona,100k,True
